district,price,building_type,street,region,area,ceiling_height
Center,85000.0,other,M.Khorenatsi St,Yerevan,93.0,2.8
Center,90000.0,panel,Saryan St,Yerevan,77.0,2.8
Center,67000.0,stone,Abovyan St,Yerevan,65.0,2.8
Center,83000.0,stone,Tigran Mets Ave,Yerevan,100.0,2.8
Center,85000.0,stone,Nalbandyan St,Yerevan,71.0,2.8
Center,68000.0,stone,Mashtots Ave,Yerevan,30.0,3.0
Center,90000.0,stone,Sayat Nova Ave,Yerevan,60.0,3.2
Center,90000.0,stone,Heratsi St,Yerevan,100.0,3.2
Center,160000.0,stone,Hanrapetutyan St,Yerevan,94.0,3.2
Center,67000.0,stone,Abovyan St,Yerevan,98.0,3.2
Center,150000.0,stone,Nalbandyan St,Yerevan,103.0,3.0
Center,140000.0,monolit,Yekmalyan St,Yerevan,100.0,3.2
Center,150000.0,stone,Tigran Mets Ave,Yerevan,88.0,3.0
Center,270000.0,monolit,Buzand St,Yerevan,135.0,3.2
Center,56000.0,panel,M.Khorenatsi St,Yerevan,71.0,2.8
Center,56000.0,stone,Tigran Mets Ave,Yerevan,56.0,2.8
Center,88000.0,stone,Nalbandyan St,Yerevan,71.0,3.0
Center,88000.0,monolit,Argishti St,Yerevan,86.0,3.0
Center,87000.0,panel,Sayat Nova Ave,Yerevan,75.0,3.0
Center,87000.0,monolit,A.Manukyan St,Yerevan,134.0,3.2
Center,88000.0,other,Tumanyan St,Yerevan,80.0,2.8
Center,87000.0,stone,Vardanants St,Yerevan,69.0,3.2
Center,87000.0,panel,Saryan St,Yerevan,67.0,2.8
Center,87000.0,stone,Zakyan St,Yerevan,72.0,2.8
Center,87000.0,panel,M.Khorenatsi St,Yerevan,93.0,3.0
Center,87000.0,stone,Mashtots Ave,Yerevan,97.0,3.2
Center,87000.0,other,E. Qochar St,Yerevan,120.0,2.8
Center,87000.0,stone,Tumanyan St,Yerevan,78.0,2.8
Center,87000.0,panel,Baghramyan Ave (Kentron),Yerevan,97.0,3.0
Center,86000.0,monolit,Aram St,Yerevan,72.0,3.0
Center,86000.0,monolit,Verin Antarayin,Yerevan,74.0,3.0
Center,85000.0,panel,Mashtots Ave,Yerevan,86.0,2.8
Center,86000.0,stone,Mashtots Ave,Yerevan,63.0,3.0
Center,86900.0,panel,Amiryan St,Yerevan,88.0,2.8
Center,85500.0,monolit,Amiryan St,Yerevan,38.0,2.8
Center,86000.0,other,Nalbandyan St,Yerevan,40.0,3.0
Center,58000.0,panel,E. Qochar St,Yerevan,81.0,2.8
Center,58000.0,stone,Tigran Mets Ave,Yerevan,58.0,2.8
Center,58000.0,stone,M.Khorenatsi St,Yerevan,63.0,2.8
Center,58000.0,monolit,Kajaznuni St,Yerevan,77.0,2.8
Center,58000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,58000.0,stone,Tigran Mets Ave,Yerevan,62.0,3.2
Center,58000.0,stone,Tigran Mets Ave,Yerevan,63.0,2.8
Center,58000.0,other,M.Khorenatsi St,Yerevan,72.0,2.8
Center,58000.0,stone,Teryan St,Yerevan,43.0,3.0
Center,58000.0,stone,M.Khorenatsi St,Yerevan,67.0,2.8
Center,58000.0,stone,Koryun alley,Yerevan,46.0,3.0
Center,57500.0,panel,Vardanants St,Yerevan,83.0,2.8
Center,58000.0,stone,M.Khorenatsi St,Yerevan,67.0,2.8
Center,58000.0,stone,M.Khorenatsi St,Yerevan,63.0,2.8
Center,58000.0,stone,Kajaznuni St,Yerevan,68.0,2.8
Center,74000.0,other,Hin yerevantsi St,Yerevan,46.0,2.8
Center,80000.0,panel,Amiryan St,Yerevan,73.0,2.8
Center,57000.0,panel,Koghbatsi St,Yerevan,40.0,3.0
Center,55000.0,panel,Hin yerevantsi St,Yerevan,49.0,2.8
Center,57000.0,panel,Saryan St,Yerevan,64.0,2.8
Center,55000.0,panel,Pushkin St,Yerevan,40.0,2.8
Center,57000.0,stone,Saryan St,Yerevan,40.0,2.8
Center,55000.0,stone,Mashtots Ave,Yerevan,35.0,3.0
Center,55000.0,panel,Amiryan St,Yerevan,50.0,2.8
Center,55000.0,other,M.Khorenatsi St,Yerevan,60.0,2.8
Center,61000.0,stone,Aygestan 9 St,Yerevan,53.0,2.8
Center,70000.0,stone,M.Khorenatsi St,Yerevan,84.0,2.8
Center,67000.0,stone,Mashtots Ave,Yerevan,32.0,2.8
Center,75000.0,panel,M.Khorenatsi St,Yerevan,75.0,2.8
Center,56000.0,stone,Baghramyan Ave (Kentron),Yerevan,48.0,2.8
Center,56000.0,stone,Koryun St,Yerevan,46.0,2.8
Center,56000.0,panel,Saryan St,Yerevan,64.0,2.8
Center,55000.0,stone,Tigran Mets Ave,Yerevan,75.0,2.8
Center,55000.0,panel,Tigran Mets Ave,Yerevan,78.0,2.8
Center,57000.0,panel,M.Khorenatsi St,Yerevan,72.0,2.8
Center,89000.0,stone,E. Qochar St,Yerevan,65.0,2.8
Center,89000.0,stone,Charents St,Yerevan,65.0,3.2
Center,88200.0,monolit,Amiryan St,Yerevan,40.0,3.0
Center,88000.0,stone,D. Demirchyan St,Yerevan,90.0,3.0
Center,91000.0,panel,Amiryan St,Yerevan,80.0,2.8
Center,90000.0,panel,Nalbandyan St,Yerevan,48.0,2.8
Center,95000.0,stone,Charents St,Yerevan,70.0,3.0
Center,90000.0,stone,M.Khorenatsi St,Yerevan,101.0,2.8
Center,95000.0,monolit,Tsitsernakaberd Highway,Yerevan,112.0,3.0
Center,95000.0,stone,Mashtots Ave,Yerevan,85.0,3.2
Center,95000.0,stone,M.Khorenatsi St,Yerevan,100.0,3.0
Center,93000.0,stone,Saryan St,Yerevan,54.0,3.0
Center,93000.0,stone,Saryan St,Yerevan,54.0,3.0
Center,93000.0,stone,Saryan St,Yerevan,56.0,3.0
Center,95000.0,monolit,Tsitsernakaberd Highway,Yerevan,119.0,3.0
Center,95000.0,other,Verin Antarayin,Yerevan,103.0,3.0
Center,95000.0,other,Tsitsernakaberd Highway,Yerevan,119.0,3.0
Center,93000.0,stone,Mashtots Ave,Yerevan,56.0,3.0
Center,95000.0,panel,D. Demirchyan St,Yerevan,85.0,2.8
Center,93000.0,stone,Saryan St,Yerevan,54.0,2.8
Center,90000.0,monolit,Verin Antarayin,Yerevan,76.0,3.2
Center,90000.0,stone,Paronyan St,Yerevan,76.0,3.2
Center,90000.0,stone,Heratsi St,Yerevan,114.0,3.0
Center,93000.0,monolit,Tumanyan St,Yerevan,67.0,2.8
Center,90000.0,other,Arshakunyats Ave,Yerevan,103.0,3.2
Center,90000.0,other,Baghramyan Ave  1 blind end,Yerevan,90.0,2.8
Center,90000.0,stone,Abovyan St,Yerevan,87.0,2.6
Center,90000.0,stone,Zakyan St,Yerevan,54.0,2.8
Center,90000.0,stone,Sarmen St,Yerevan,84.0,2.8
Center,90000.0,stone,Nalbandyan St,Yerevan,70.0,3.0
Center,90000.0,panel,M.Khorenatsi St,Yerevan,98.0,2.8
Center,90000.0,stone,Heratsi St,Yerevan,72.0,3.0
Center,90000.0,stone,Nalbandyan St,Yerevan,87.0,2.8
Center,90000.0,monolit,Saryan St,Yerevan,60.0,3.0
Center,90000.0,monolit,Argishti St,Yerevan,86.0,2.8
Center,90000.0,other,Argishti St,Yerevan,86.0,2.8
Center,90000.0,stone,Abovyan St,Yerevan,85.0,2.6
Center,90000.0,stone,Vardanants St,Yerevan,71.0,3.2
Center,90000.0,stone,Khanjyan St,Yerevan,67.0,3.2
Center,90000.0,panel,Pushkin St,Yerevan,90.0,2.8
Center,90000.0,monolit,Tsitsernakaberd Highway,Yerevan,105.0,3.0
Center,90000.0,stone,Zakyan St,Yerevan,54.0,3.2
Center,90000.0,other,Verin Antarayin,Yerevan,70.0,2.8
Center,90000.0,stone,Kristapor 3 alley,Yerevan,78.0,2.8
Center,90000.0,stone,Tigran Mets Ave,Yerevan,78.0,2.8
Center,90000.0,monolit,Verin Antarayin,Yerevan,84.0,2.8
Center,90000.0,stone,Tumanyan St,Yerevan,70.0,3.2
Center,90000.0,stone,Mashtots Ave,Yerevan,67.0,2.8
Center,90000.0,stone,D. Demirchyan St,Yerevan,90.0,3.2
Center,88000.0,stone,Tigran Mets Ave,Yerevan,86.0,2.8
Center,90000.0,panel,E. Qochar St,Yerevan,70.0,2.8
Center,88000.0,panel,Tumanyan 1 passage,Yerevan,67.0,2.8
Center,88000.0,panel,E. Qochar St,Yerevan,90.0,2.8
Center,60000.0,stone,Sarmen St,Yerevan,53.0,3.0
Center,60000.0,panel,Teryan St,Yerevan,45.0,2.8
Center,60000.0,panel,Aghayan St,Yerevan,49.0,2.8
Center,60000.0,stone,Tigran Mets Ave,Yerevan,68.0,3.2
Center,60000.0,panel,Mashtots Ave,Yerevan,42.0,2.8
Center,60000.0,panel,D. Demirchyan St,Yerevan,75.0,2.8
Center,60000.0,panel,Amiryan St,Yerevan,50.0,2.8
Center,85000.0,stone,Mashtots Ave,Yerevan,67.0,2.8
Center,85000.0,other,Saryan St,Yerevan,71.0,3.0
Center,85000.0,stone,Sayat Nova Ave,Yerevan,100.0,3.0
Center,85000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,85000.0,monolit,Amiryan St,Yerevan,75.0,3.0
Center,85000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,85000.0,panel,Saryan St,Yerevan,70.0,2.8
Center,85000.0,panel,M.Khorenatsi St,Yerevan,90.0,2.8
Center,85000.0,stone,Sayat Nova Ave,Yerevan,40.0,2.8
Center,85000.0,monolit,Argishti St,Yerevan,77.0,2.8
Center,85000.0,panel,M.Khorenatsi St,Yerevan,93.0,2.8
Center,85000.0,stone,Vardanants St,Yerevan,84.0,3.0
Center,85000.0,stone,Tigran Mets Ave,Yerevan,100.0,2.8
Center,85000.0,stone,D. Demirchyan St,Yerevan,95.0,3.2
Center,85000.0,stone,Vardanants St,Yerevan,83.0,2.8
Center,85000.0,stone,Mashtots Ave,Yerevan,67.0,3.2
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,115.0,2.8
Center,85000.0,panel,Paronyan St,Yerevan,107.0,2.8
Center,85000.0,monolit,Argishti St,Yerevan,89.0,3.0
Center,85000.0,stone,Nalbandyan St,Yerevan,35.0,3.2
Center,84000.0,stone,Vardanants St,Yerevan,69.0,3.2
Center,85000.0,stone,Tigran Mets Ave,Yerevan,100.0,3.0
Center,84000.0,other,Tsitsernakaberd Highway,Yerevan,104.0,2.8
Center,84000.0,stone,Vardanants alley,Yerevan,83.0,2.8
Center,84000.0,panel,Kajaznuni St,Yerevan,76.0,2.8
Center,84000.0,stone,Vardanants St,Yerevan,80.0,3.2
Center,84000.0,monolit,D. Demirchyan St,Yerevan,60.0,3.0
Center,84000.0,monolit,Argishti St,Yerevan,88.0,3.0
Center,84000.0,panel,Tumanyan St,Yerevan,83.0,2.8
Center,84000.0,other,Abovyan St,Yerevan,64.0,2.8
Center,78000.0,other,Paronyan St,Yerevan,85.0,3.2
Center,78000.0,other,Saryan St,Yerevan,72.0,2.8
Center,78000.0,other,Tsitsernakaberd Highway,Yerevan,60.0,3.0
Center,77000.0,monolit,Yekmalyan St,Yerevan,60.0,3.0
Center,77000.0,stone,Tumanyan St,Yerevan,40.0,2.8
Center,77000.0,panel,M.Khorenatsi St,Yerevan,80.0,2.8
Center,62000.0,monolit,Tsitsernakaberd Highway,Yerevan,84.0,3.0
Center,62000.0,panel,Tigran Mets Ave,Yerevan,63.0,2.8
Center,62000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,62000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,62000.0,panel,Bryusov St,Yerevan,55.0,3.0
Center,79000.0,stone,Abovyan St,Yerevan,35.0,2.8
Center,79000.0,other,Kajaznuni St,Yerevan,81.0,2.8
Center,79000.0,monolit,Charents St,Yerevan,106.0,2.8
Center,79000.0,stone,Charents St,Yerevan,87.0,3.2
Center,79000.0,other,Amiryan St,Yerevan,65.0,2.8
Center,79000.0,panel,Paronyan St,Yerevan,102.0,3.0
Center,79000.0,panel,Agatangeghos St,Yerevan,86.0,2.8
Center,79000.0,monolit,Tsitsernakaberd Highway,Yerevan,60.0,2.8
Center,78500.0,stone,D. Demirchyan St,Yerevan,100.0,2.8
Center,63000.0,monolit,Moskovyan St,Yerevan,42.0,2.8
Center,79000.0,stone,Mashtots Ave,Yerevan,70.0,3.2
Center,63000.0,stone,Tigran Mets Ave,Yerevan,75.0,3.2
Center,62000.0,stone,Sarmen St,Yerevan,53.0,2.8
Center,62900.0,panel,D. Demirchyan St,Yerevan,78.0,2.8
Center,60000.0,panel,Saryan St,Yerevan,40.0,2.8
Center,60000.0,panel,Vardanants St,Yerevan,42.0,2.8
Center,61000.0,stone,Tigran Mets Ave,Yerevan,58.0,2.8
Center,60000.0,panel,Kajaznuni St,Yerevan,72.0,2.8
Center,60000.0,other,Heratsi St,Yerevan,67.0,3.0
Center,62000.0,panel,Saryan St,Yerevan,40.0,2.8
Center,62000.0,monolit,Tsitsernakaberd Highway,Yerevan,76.0,3.0
Center,60000.0,panel,NarDos St,Yerevan,98.0,2.8
Center,60000.0,panel,Saryan St,Yerevan,41.0,2.8
Center,60000.0,stone,Koryun St,Yerevan,44.0,3.2
Center,60000.0,stone,Hanrapetutyan St,Yerevan,47.0,3.0
Center,78000.0,stone,Vardanants St,Yerevan,60.0,2.8
Center,78000.0,panel,Zakyan St,Yerevan,75.0,2.8
Center,60000.0,stone,Hanrapetutyan St,Yerevan,47.0,3.2
Center,78000.0,stone,Vardanants St,Yerevan,105.0,2.8
Center,78000.0,stone,Charents St,Yerevan,60.0,3.0
Center,60000.0,panel,Tigran Mets Ave,Yerevan,80.0,2.8
Center,78000.0,panel,Saryan St,Yerevan,70.0,3.0
Center,78000.0,stone,Vardanants St,Yerevan,60.0,2.8
Center,78000.0,panel,M.Khorenatsi St,Yerevan,92.0,2.8
Center,78000.0,panel,Abovyan St,Yerevan,78.0,3.0
Center,78000.0,stone,Khanjyan St,Yerevan,71.0,2.8
Center,78000.0,stone,Khanjyan St,Yerevan,71.0,3.0
Center,80000.0,stone,Heratsi St,Yerevan,70.0,2.8
Center,80000.0,stone,Heratsi St,Yerevan,70.0,3.2
Center,80000.0,panel,Tigran Mets Ave,Yerevan,90.0,2.8
Center,80000.0,panel,Tigran Mets Ave,Yerevan,90.0,2.8
Center,80000.0,monolit,Antarayin St,Yerevan,52.0,3.2
Center,80000.0,stone,Zakyan St,Yerevan,73.0,3.0
Center,80000.0,stone,Aygestan St,Yerevan,90.0,3.0
Center,83000.0,stone,Paronyan St,Yerevan,96.0,3.2
Center,82000.0,other,Tsitsernakaberd Highway,Yerevan,101.0,3.0
Center,80000.0,panel,Mashtots Ave,Yerevan,42.0,2.8
Center,82000.0,panel,Vardanants St,Yerevan,78.0,2.8
Center,80000.0,stone,G.Lusavorich St,Yerevan,80.0,3.2
Center,80000.0,stone,Vardanants St,Yerevan,80.0,3.2
Center,80000.0,panel,Vardanants St,Yerevan,80.0,2.8
Center,82000.0,monolit,Saryan St,Yerevan,81.0,2.8
Center,80000.0,monolit,E. Qochar St,Yerevan,90.0,2.8
Center,80000.0,panel,Agatangeghos St,Yerevan,83.0,2.8
Center,80000.0,monolit,Ler. Kamsar St,Yerevan,110.0,2.8
Center,80000.0,stone,Charents St,Yerevan,58.0,3.2
Center,80000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,80000.0,stone,Mashtots Ave,Yerevan,60.0,3.0
Center,80000.0,panel,Vardanants St,Yerevan,70.0,2.8
Center,80000.0,monolit,Saryan St,Yerevan,76.0,2.8
Center,82000.0,other,Tsitsernakaberd Highway,Yerevan,101.0,3.0
Center,82000.0,panel,M.Khorenatsi St,Yerevan,73.0,2.8
Center,81000.0,panel,M.Khorenatsi St,Yerevan,82.0,2.8
Center,80000.0,monolit,Rostom St,Yerevan,108.0,3.0
Center,82000.0,monolit,Mashtots Ave,Yerevan,50.0,3.2
Center,82000.0,monolit,Tsitsernakaberd Highway,Yerevan,65.0,3.2
Center,81000.0,panel,Baghramyan Ave (Kentron),Yerevan,82.0,2.8
Center,82000.0,panel,E. Qochar St,Yerevan,84.0,3.0
Center,82000.0,stone,Zakyan St,Yerevan,78.0,2.8
Center,82000.0,stone,Mashtots Ave,Yerevan,85.0,3.2
Center,82000.0,monolit,Tsitsernakaberd Highway,Yerevan,65.0,3.0
Center,82000.0,stone,Khanjyan St,Yerevan,81.0,2.8
Center,83000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,82000.0,other,Tsitsernakaberd Highway,Yerevan,65.0,2.8
Center,83000.0,stone,Abovyan St,Yerevan,54.0,2.8
Center,82000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.6
Center,83000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,82000.0,stone,Paronyan St,Yerevan,96.0,3.2
Center,83000.0,panel,E. Qochar St,Yerevan,105.0,2.8
Center,83000.0,monolit,Verin Antarayin,Yerevan,60.0,3.0
Center,83000.0,stone,Paronyan St,Yerevan,73.0,3.2
Center,80000.0,stone,Zakyan St,Yerevan,56.0,2.8
Center,80000.0,stone,Mashtots Ave,Yerevan,65.0,2.8
Center,80000.0,stone,Charents St,Yerevan,60.0,3.0
Center,80000.0,stone,Pushkin St,Yerevan,74.0,2.8
Center,80000.0,stone,Charents St,Yerevan,60.0,3.0
Center,80000.0,stone,Paronyan St,Yerevan,73.0,3.2
Center,79000.0,panel,Kajaznuni St,Yerevan,80.0,2.8
Center,79000.0,stone,Vardanants St,Yerevan,70.0,2.8
Center,73500.0,other,Mashtots Ave,Yerevan,70.0,2.8
Center,73000.0,panel,Teryan St,Yerevan,43.0,2.8
Center,73000.0,stone,Heratsi St,Yerevan,70.0,3.0
Center,73000.0,stone,A.Petrosyan St,Yerevan,40.0,3.2
Center,73000.0,monolit,Argishti St,Yerevan,64.0,2.8
Center,73000.0,stone,Bayron St,Yerevan,69.0,3.0
Center,73000.0,stone,Sarmen St,Yerevan,67.0,2.8
Center,73000.0,panel,Saryan St,Yerevan,72.0,2.8
Center,73000.0,panel,Vardanants St,Yerevan,78.0,3.0
Center,73000.0,panel,Tumanyan St,Yerevan,55.0,2.8
Center,72000.0,stone,Abovyan St,Yerevan,36.0,2.8
Center,72000.0,stone,NarDos St,Yerevan,74.0,2.8
Center,72000.0,panel,Pushkin St,Yerevan,80.0,2.8
Center,72000.0,panel,Nalbandyan St,Yerevan,78.0,2.8
Center,75000.0,panel,Kajaznuni St,Yerevan,82.0,2.8
Center,75000.0,other,Khanjyan St,Yerevan,76.0,2.8
Center,75000.0,panel,Zavaryan St,Yerevan,70.0,2.8
Center,75000.0,stone,Khanjyan St,Yerevan,76.0,3.2
Center,75000.0,panel,M.Khorenatsi St,Yerevan,47.0,2.8
Center,75000.0,panel,Ghazar Parpetsi St,Yerevan,64.0,2.8
Center,76500.0,stone,Moskovyan St,Yerevan,90.0,2.8
Center,77000.0,panel,Lalayants st,Yerevan,46.0,2.8
Center,75000.0,stone,Vardanants St,Yerevan,80.0,3.0
Center,75000.0,panel,Aghayan St,Yerevan,70.0,2.8
Center,75000.0,stone,Charents St,Yerevan,87.0,3.0
Center,75000.0,stone,Vardanants St,Yerevan,96.0,3.0
Center,75000.0,other,NarDos St,Yerevan,78.0,2.8
Center,75000.0,panel,M.Khorenatsi St,Yerevan,78.0,2.8
Center,74000.0,stone,Baghramyan Ave (Kentron),Yerevan,52.0,2.8
Center,74000.0,panel,Hin yerevantsi St,Yerevan,46.0,2.8
Center,75000.0,monolit,Charents St,Yerevan,65.0,2.8
Center,75000.0,monolit,Argishti St,Yerevan,65.0,3.0
Center,75000.0,stone,Nalbandyan St,Yerevan,40.0,2.8
Center,77000.0,stone,Paronyan St,Yerevan,102.0,3.0
Center,77000.0,stone,Mashtots Ave,Yerevan,67.0,3.0
Center,77000.0,stone,Saryan St,Yerevan,50.0,2.8
Center,77000.0,panel,M.Khorenatsi St,Yerevan,68.0,2.8
Center,76000.0,stone,Charents St,Yerevan,84.0,3.2
Center,77000.0,panel,Teryan St,Yerevan,45.0,2.8
Center,76000.0,stone,Bayron St,Yerevan,72.0,2.8
Center,76000.0,stone,Hanrapetutyan St,Yerevan,38.0,2.8
Center,76000.0,stone,Koryun St,Yerevan,56.0,3.0
Center,67000.0,stone,Khanjyan St,Yerevan,72.0,2.8
Center,67000.0,other,E. Qochar St,Yerevan,80.0,2.8
Center,67000.0,panel,Amiryan St,Yerevan,70.0,2.8
Center,75000.0,stone,Abovyan St,Yerevan,40.0,2.8
Center,90000.0,stone,A.Manukyan St,Yerevan,75.0,3.0
Center,77000.0,panel,Aygestan 9 St,Yerevan,76.0,2.8
Center,80000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,220000.0,panel,Teryan St,Yerevan,100.0,2.8
Center,145000.0,stone,Bayron St,Yerevan,80.0,3.2
Center,130000.0,stone,Sayat Nova Ave,Yerevan,97.0,3.0
Center,145000.0,stone,Nalbandyan St,Yerevan,80.0,3.0
Center,150000.0,panel,Tumanyan St,Yerevan,94.0,2.8
Center,68000.0,monolit,Verin Antarayin,Yerevan,68.0,3.0
Center,165000.0,monolit,Aram St,Yerevan,140.0,3.2
Center,75000.0,panel,Aygestan 10 St,Yerevan,86.0,2.8
Center,126000.0,panel,Koghbatsi St,Yerevan,100.0,2.8
Center,78000.0,stone,Bayron St,Yerevan,78.0,2.8
Center,68000.0,stone,Mashtots Ave,Yerevan,32.0,3.0
Center,80000.0,panel,Bryusov St,Yerevan,83.0,2.8
Center,80000.0,other,Argishti St,Yerevan,54.0,3.0
Center,80000.0,panel,Tigran Mets Ave,Yerevan,100.0,2.8
Center,62000.0,other,Tigran Mets Ave,Yerevan,72.0,3.2
Center,80000.0,panel,Kajaznuni St,Yerevan,90.0,2.8
Center,80000.0,stone,Tigran Mets Ave,Yerevan,80.0,3.2
Center,62000.0,panel,Kajaznuni St,Yerevan,80.0,2.8
Center,62000.0,panel,Vratsyan St,Yerevan,70.0,2.8
Center,62000.0,monolit,Argishti St,Yerevan,54.0,3.0
Center,155000.0,stone,Sayat Nova Ave,Yerevan,106.0,2.8
Center,80000.0,stone,Zakyan St,Yerevan,73.0,3.0
Center,230000.0,other,Sayat Nova Ave,Yerevan,125.0,3.0
Center,72000.0,other,Tumanyan St,Yerevan,55.0,2.8
Center,235000.0,monolit,Baghramyan Ave  1 blind end,Yerevan,108.0,2.8
Center,70000.0,panel,Pushkin St,Yerevan,62.0,2.8
Center,77000.0,monolit,Argishti St,Yerevan,77.0,2.8
Center,80000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,70000.0,monolit,Israelyan St,Yerevan,56.0,3.0
Center,70000.0,other,Lalayants st,Yerevan,53.0,2.8
Center,70000.0,other,Charents St,Yerevan,56.0,2.8
Center,70000.0,stone,Charents St,Yerevan,67.0,3.2
Center,70000.0,panel,Israelyan St,Yerevan,56.0,2.8
Center,69000.0,stone,D. Demirchyan St,Yerevan,54.0,3.2
Center,69000.0,stone,D. Demirchyan St,Yerevan,54.0,3.0
Center,70000.0,stone,Tpagrichner St,Yerevan,40.0,2.8
Center,70000.0,panel,E. Qochar St,Yerevan,86.0,2.8
Center,70000.0,panel,Baghramyan Ave (Kentron),Yerevan,64.0,2.8
Center,70000.0,stone,Abovyan St,Yerevan,58.0,3.2
Center,70000.0,stone,Hanrapetutyan St,Yerevan,48.0,2.8
Center,70000.0,stone,Paronyan St,Yerevan,83.0,3.2
Center,71000.0,other,Tumanyan St,Yerevan,62.0,2.8
Center,71000.0,stone,Khanjyan St,Yerevan,81.0,3.2
Center,70000.0,stone,NarDos St,Yerevan,75.0,2.8
Center,70000.0,monolit,Heratsi St,Yerevan,73.0,2.8
Center,67000.0,panel,NarDos St,Yerevan,67.0,2.8
Center,67000.0,other,Sarmen St,Yerevan,79.0,2.8
Center,67000.0,stone,Abovyan St,Yerevan,94.0,2.8
Center,67000.0,panel,Tumanyan St,Yerevan,42.0,2.8
Center,67000.0,panel,E. Qochar St,Yerevan,76.0,2.8
Center,67000.0,stone,Tigran Mets Ave,Yerevan,81.0,3.2
Center,67000.0,other,Tsitsernakaberd Highway,Yerevan,78.0,3.0
Center,68000.0,panel,Tigran Mets Ave,Yerevan,61.0,2.8
Center,69000.0,stone,Abovyan St,Yerevan,36.0,2.8
Center,69000.0,stone,Khorenatsi 2 alley,Yerevan,78.0,2.8
Center,70000.0,other,Antarayin St,Yerevan,68.0,2.8
Center,69000.0,stone,M.Khorenatsi St,Yerevan,75.0,3.0
Center,70000.0,stone,Leo St,Yerevan,63.0,2.8
Center,67000.0,panel,Koghbatsi St,Yerevan,40.0,2.8
Center,67000.0,panel,Moskovyan St,Yerevan,42.0,2.8
Center,70000.0,stone,Sarmen St,Yerevan,53.0,2.8
Center,67000.0,stone,Vardanants St,Yerevan,64.0,2.8
Center,70000.0,panel,Hin yerevantsi St,Yerevan,63.0,2.8
Center,70000.0,stone,Vardanants St,Yerevan,67.0,3.0
Center,70000.0,panel,Kajaznuni St,Yerevan,65.0,2.8
Center,70000.0,panel,Vardanants St,Yerevan,70.0,2.8
Center,70000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,70000.0,panel,Tumanyan St,Yerevan,52.0,2.8
Center,200000.0,monolit,Nalbandyan St,Yerevan,110.0,3.0
Center,250000.0,monolit,Northern Ave,Yerevan,120.0,3.0
Center,125000.0,monolit,Nalbandyan St,Yerevan,77.0,3.0
Center,35000.0,panel,E. Qochar St,Yerevan,40.0,2.8
Center,89000.0,stone,Nalbandyan St,Yerevan,40.0,3.0
Center,260000.0,monolit,Amiryan St,Yerevan,120.0,2.8
Center,143000.0,panel,Sayat Nova Ave,Yerevan,98.0,2.8
Center,72000.0,panel,Vardanants St,Yerevan,77.0,2.8
Center,75000.0,stone,Tigran Mets Ave,Yerevan,126.0,3.2
Center,55000.0,monolit,Argishti St,Yerevan,52.0,3.0
Center,122000.0,stone,Sayat Nova Ave,Yerevan,80.0,3.0
Center,95000.0,stone,Mashtots Ave,Yerevan,78.0,3.0
Center,120000.0,panel,Tumanyan St,Yerevan,64.0,2.8
Center,45000.0,panel,NarDos St,Yerevan,80.0,2.8
Center,82000.0,monolit,Tsitsernakaberd Highway,Yerevan,65.0,3.0
Center,260000.0,monolit,Tumanyan St,Yerevan,130.0,3.2
Center,74900.0,panel,Tumanyan St,Yerevan,88.0,2.8
Center,75000.0,stone,Charents St,Yerevan,60.0,3.0
Center,75000.0,stone,Tigran Mets Ave,Yerevan,82.0,3.2
Center,75000.0,stone,Frik St,Yerevan,144.0,2.8
Center,75000.0,monolit,Vardanants St,Yerevan,78.0,2.8
Center,75000.0,panel,Vardanants St,Yerevan,78.0,2.8
Center,75000.0,panel,Israelyan St,Yerevan,60.0,3.0
Center,75000.0,panel,Kajaznuni St,Yerevan,95.0,2.8
Center,75000.0,monolit,Nalbandyan St,Yerevan,52.0,3.0
Center,75000.0,panel,Teryan St,Yerevan,43.0,2.8
Center,75000.0,stone,Saryan St,Yerevan,63.0,3.0
Center,75000.0,stone,Teryan St,Yerevan,56.0,3.2
Center,75000.0,panel,M.Khorenatsi St,Yerevan,91.0,2.8
Center,66000.0,other,E. Qochar St,Yerevan,76.0,2.8
Center,66000.0,stone,Heratsi St,Yerevan,72.0,3.2
Center,66000.0,stone,Baghramyan Ave (Kentron),Yerevan,64.0,2.8
Center,66000.0,panel,Tumanyan St,Yerevan,56.0,2.8
Center,66000.0,panel,Mashtots Ave,Yerevan,65.0,2.8
Center,66000.0,panel,M.Khorenatsi St,Yerevan,75.0,2.8
Center,64000.0,monolit,Tsitsernakaberd Highway,Yerevan,72.0,3.0
Center,63900.0,panel,Mashtots Ave,Yerevan,70.0,2.8
