district,price,building_type,street,region,area,ceiling_height
Center,85000.0,stone,Vardanants alley,Yerevan,83.0,3.0
Center,275000.0,stone,Buzand St,Yerevan,134.0,3.0
Center,250000.0,monolit,Vardanants St,Yerevan,92.0,3.0
Center,170000.0,stone,Mashtots Ave,Yerevan,88.0,3.2
Center,105000.0,stone,Hanrapetutyan St,Yerevan,80.0,2.8
Center,127000.0,stone,Tumanyan St,Yerevan,106.0,3.2
Center,125000.0,panel,Agatangeghos St,Yerevan,93.0,2.8
Center,115000.0,stone,Tpagrichner St,Yerevan,98.0,2.8
Center,220000.0,monolit,Teryan St,Yerevan,137.0,3.0
Center,215000.0,monolit,Sayat Nova Ave,Yerevan,120.0,3.0
Center,160000.0,stone,Hanrapetutyan St,Yerevan,91.0,3.0
Center,75000.0,stone,Khanjyan St,Yerevan,76.0,3.2
Center,230000.0,stone,Teryan St,Yerevan,98.0,3.2
Center,80000.0,stone,Charents St,Yerevan,86.0,3.0
Center,150000.0,monolit,Saryan St,Yerevan,80.0,2.8
Center,90000.0,stone,Bayron St,Yerevan,54.0,2.8
Center,130000.0,stone,Bayron St,Yerevan,80.0,2.8
Center,78000.0,other,Yekmalyan St,Yerevan,40.0,3.0
Center,95000.0,stone,Charents St,Yerevan,106.0,3.0
Center,26000.0,stone,G.Lusavorich St,Yerevan,32.0,2.6
Center,85000.0,stone,Zakyan St,Yerevan,67.0,2.6
Center,135000.0,other,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,235000.0,monolit,Mashtots Ave,Yerevan,138.0,3.0
Center,50000.0,monolit,Sayat Nova Ave,Yerevan,33.0,3.0
Center,90000.0,stone,Heratsi St,Yerevan,115.0,3.2
Center,117000.0,monolit,Mashtots Ave,Yerevan,63.0,3.0
Center,170000.0,monolit,Aram St,Yerevan,100.0,3.0
Center,150000.0,stone,Tumanyan St,Yerevan,90.0,3.2
Center,103000.0,stone,Nalbandyan St,Yerevan,64.0,3.0
Center,52000.0,stone,Abovyan St,Yerevan,40.0,2.6
Center,165000.0,stone,Tumanyan St,Yerevan,141.0,2.8
Center,185000.0,monolit,Aram St,Yerevan,115.0,3.0
Center,185000.0,stone,Sayat Nova Ave,Yerevan,120.0,3.0
Center,185000.0,monolit,Vardanants St,Yerevan,91.0,3.0
Center,185000.0,stone,Mashtots Ave,Yerevan,143.0,2.8
Center,185000.0,stone,Mashtots Ave,Yerevan,110.0,3.2
Center,185000.0,other,A.Manukyan St,Yerevan,145.0,3.0
Center,185000.0,stone,Pushkin St,Yerevan,145.0,3.0
Center,187000.0,stone,Sayat Nova Ave,Yerevan,120.0,3.0
Center,188500.0,monolit,Tumanyan 1 passage,Yerevan,145.0,2.8
Center,185000.0,monolit,Tumanyan St,Yerevan,132.0,3.2
Center,188000.0,monolit,Leo St,Yerevan,121.0,3.2
Center,185000.0,monolit,Teryan St,Yerevan,137.0,3.2
Center,189000.0,monolit,Aram St,Yerevan,135.0,3.0
Center,189000.0,monolit,Amiryan St,Yerevan,95.0,3.0
Center,190000.0,stone,Koghbatsi St,Yerevan,130.0,3.2
Center,190000.0,monolit,Aram St,Yerevan,136.0,3.2
Center,190000.0,stone,Sayat Nova Ave,Yerevan,87.0,3.0
Center,190000.0,panel,Sayat Nova Ave,Yerevan,100.0,2.8
Center,190000.0,stone,Paronyan St,Yerevan,128.0,3.2
Center,190000.0,other,Mashtots Ave,Yerevan,88.0,2.8
Center,190000.0,monolit,Yekmalyan St,Yerevan,135.0,3.0
Center,194000.0,monolit,Leo St,Yerevan,125.0,3.2
Center,195000.0,other,Aram St,Yerevan,92.0,2.8
Center,193000.0,stone,Tamanyan St,Yerevan,75.0,3.2
Center,195000.0,stone,Tumanyan St,Yerevan,146.0,3.0
Center,195000.0,stone,Sayat Nova Ave,Yerevan,120.0,2.8
Center,195000.0,monolit,Sayat Nova Ave,Yerevan,119.0,3.0
Center,195000.0,monolit,Sayat Nova Ave,Yerevan,119.0,3.0
Center,195000.0,stone,Baghramyan Ave (Kentron),Yerevan,93.0,3.2
Center,195000.0,monolit,Mashtots Ave,Yerevan,104.0,2.8
Center,195000.0,monolit,Sayat Nova Ave,Yerevan,113.0,3.0
Center,198900.0,monolit,D. Demirchyan St,Yerevan,117.0,3.2
Center,199999.0,monolit,Aram St,Yerevan,83.0,3.0
Center,200000.0,monolit,Antarayin St,Yerevan,115.0,2.8
Center,200000.0,stone,Hanrapetutyan St,Yerevan,112.0,3.2
Center,199000.0,stone,Amiryan St,Yerevan,118.0,3.2
Center,200000.0,other,Aram St,Yerevan,102.0,2.8
Center,199999.0,stone,Tumanyan St,Yerevan,146.0,2.8
Center,88000.0,stone,Zakyan St,Yerevan,107.0,2.6
Center,158000.0,monolit,Buzand St,Yerevan,73.0,3.0
Center,71500.0,monolit,Tsitsernakaberd Highway,Yerevan,66.0,2.8
Center,140000.0,stone,Mashtots Ave,Yerevan,135.0,3.0
Center,80000.0,stone,Charents St,Yerevan,86.0,3.0
Center,72000.0,panel,Tumanyan St,Yerevan,57.0,2.8
Center,86000.0,stone,Zakyan St,Yerevan,54.0,3.0
Center,50000.0,stone,Abovyan St,Yerevan,42.0,2.6
Center,120000.0,panel,Pushkin St,Yerevan,90.0,2.8
Center,110000.0,monolit,Nalbandyan St,Yerevan,78.0,2.8
Center,90000.0,panel,Zakyan St,Yerevan,70.0,2.8
Center,125000.0,other,Buzand St,Yerevan,60.0,2.8
Center,200000.0,other,Hin yerevantsi St,Yerevan,75.0,2.8
Center,68000.0,panel,Koghbatsi St,Yerevan,50.0,2.8
Center,108000.0,other,Koghbatsi St,Yerevan,90.0,3.2
Center,70000.0,monolit,Charents St,Yerevan,55.0,2.8
Center,225000.0,other,Aram St,Yerevan,117.0,3.0
Center,46000.0,panel,Tigran Mets Ave,Yerevan,44.0,2.8
Center,150000.0,monolit,Saryan St,Yerevan,123.0,2.8
Center,185000.0,monolit,D. Demirchyan St,Yerevan,135.0,2.8
Center,127000.0,monolit,M.Khorenatsi St,Yerevan,100.0,2.8
Center,110000.0,stone,Khanjyan St,Yerevan,80.0,3.2
Center,45000.0,monolit,Argishti St,Yerevan,37.0,3.0
Center,72000.0,panel,Koghbatsi St,Yerevan,72.0,2.8
Center,175000.0,stone,Hanrapetutyan St,Yerevan,138.0,3.0
Center,120000.0,stone,Mashtots Ave,Yerevan,72.0,3.2
Center,90000.0,stone,Zakyan St,Yerevan,100.0,3.2
Center,43000.0,panel,Heratsi St,Yerevan,43.0,2.8
Center,60000.0,panel,Tigran Mets Ave,Yerevan,43.0,3.0
Center,220000.0,panel,Teryan St,Yerevan,100.0,2.8
Center,200000.0,monolit,Mher Mkrtchyan St,Yerevan,110.0,3.0
Center,160000.0,stone,Abovyan St,Yerevan,104.0,2.6
Center,120000.0,monolit,Aram St,Yerevan,63.0,3.0
Center,65000.0,panel,Tumanyan St,Yerevan,46.0,2.8
Center,69500.0,stone,Hanrapetutyan St,Yerevan,60.0,2.6
Center,65900.0,panel,E. Qochar St,Yerevan,98.0,2.8
Center,55900.0,stone,Arshakunyats Ave,Yerevan,75.0,2.8
Center,39900.0,stone,Heratsi St,Yerevan,48.0,2.8
Center,47900.0,other,Tigran Mets Ave,Yerevan,75.0,2.6
Center,170000.0,other,Vardanants St,Yerevan,90.0,2.8
Center,75000.0,other,Rostom St,Yerevan,78.0,2.8
Center,85000.0,other,Rostom St,Yerevan,107.0,2.8
Center,88000.0,stone,Zakyan St,Yerevan,108.0,2.8
Center,180000.0,stone,Sayat Nova Ave,Yerevan,92.0,3.2
Center,34000.0,panel,E. Qochar St,Yerevan,40.0,2.8
Center,39000.0,stone,M.Khorenatsi St,Yerevan,46.0,2.8
Center,180000.0,monolit,Mashtots Ave,Yerevan,88.0,3.0
Center,180000.0,stone,Nalbandyan St,Yerevan,117.0,2.8
Center,180000.0,stone,Abovyan St,Yerevan,120.0,3.2
Center,180000.0,monolit,Aram St,Yerevan,93.0,3.2
Center,180000.0,stone,Abovyan St,Yerevan,145.0,3.2
Center,180000.0,monolit,Koghbatsi St,Yerevan,107.0,3.0
Center,180000.0,stone,Mashtots Ave,Yerevan,102.0,3.0
Center,180000.0,monolit,Antarayin St,Yerevan,129.0,3.2
Center,180000.0,other,Nalbandyan St,Yerevan,136.0,3.0
Center,180000.0,stone,Charents St,Yerevan,100.0,2.8
Center,180000.0,monolit,Tsitsernakaberd Highway,Yerevan,120.0,2.8
Center,180000.0,monolit,Charents St,Yerevan,125.0,2.8
Center,180000.0,monolit,Charents St,Yerevan,125.0,3.0
Center,180000.0,monolit,Charents St,Yerevan,125.0,2.8
Center,180000.0,monolit,Buzand St,Yerevan,97.0,3.0
Center,180000.0,monolit,Charents St,Yerevan,125.0,3.0
Center,182000.0,other,Yekmalyan St,Yerevan,145.0,3.0
Center,182000.0,stone,Mashtots Ave,Yerevan,113.0,3.2
Center,35000.0,monolit,Vardanants St,Yerevan,42.0,2.8
Center,72000.0,other,Tsitsernakaberd Highway,Yerevan,67.0,3.0
Center,250000.0,monolit,Yekmalyan St,Yerevan,119.0,3.0
Center,110000.0,stone,Sayat Nova Ave,Yerevan,90.0,3.2
Center,110000.0,monolit,Argishti St,Yerevan,112.0,3.0
Center,133000.0,monolit,Amiryan St,Yerevan,78.0,3.0
Center,80000.0,other,NarDos St,Yerevan,89.0,2.8
Center,87000.0,stone,Nalbandyan St,Yerevan,64.0,2.8
Center,64000.0,panel,Aygestan 10 St,Yerevan,62.0,2.8
Center,95000.0,monolit,Pushkin St,Yerevan,98.0,3.0
Center,190000.0,stone,Charents St,Yerevan,146.0,3.0
Center,90000.0,stone,Abovyan St,Yerevan,80.0,2.8
Center,83000.0,panel,Bryusov St,Yerevan,82.0,2.8
Center,190000.0,other,Abovyan St,Yerevan,128.0,2.8
Center,190000.0,monolit,Pushkin St,Yerevan,110.0,2.8
Center,190000.0,monolit,Aram St,Yerevan,140.0,3.0
Center,190000.0,monolit,Aram St,Yerevan,138.0,2.8
Center,190000.0,monolit,Aram St,Yerevan,115.0,3.2
Center,190000.0,monolit,Amiryan St,Yerevan,95.0,3.0
Center,190000.0,other,Yekmalyan St,Yerevan,135.0,3.0
Center,190000.0,stone,Sayat Nova Ave,Yerevan,115.0,3.2
Center,190000.0,monolit,Buzand St,Yerevan,128.0,3.0
Center,190000.0,other,Sayat Nova Ave,Yerevan,119.0,2.8
Center,190000.0,monolit,Charents St,Yerevan,125.0,3.0
Center,190000.0,other,Sayat Nova Ave,Yerevan,98.0,2.8
Center,190000.0,monolit,Tsitsernakaberd Highway,Yerevan,120.0,3.0
Center,190000.0,monolit,Verin Antarayin,Yerevan,130.0,3.0
Center,190000.0,monolit,Aram St,Yerevan,115.0,3.0
Center,190000.0,monolit,Charents St,Yerevan,124.0,3.0
Center,190000.0,monolit,Yekmalyan St,Yerevan,135.0,3.0
Center,190000.0,stone,Mashtots Ave,Yerevan,135.0,2.8
Center,191000.0,monolit,Sayat Nova Ave,Yerevan,120.0,2.8
Center,179000.0,stone,Sayat Nova Ave,Yerevan,115.0,3.0
Center,180000.0,other,Ler. Kamsar St,Yerevan,102.0,3.0
Center,180000.0,stone,Saryan St,Yerevan,143.0,3.0
Center,180000.0,stone,Saryan St,Yerevan,143.0,2.8
Center,180000.0,monolit,Saryan St,Yerevan,124.0,2.8
Center,180000.0,stone,Mashtots Ave,Yerevan,102.0,3.0
Center,180000.0,other,Aram St,Yerevan,93.0,2.8
Center,180000.0,monolit,Aram St,Yerevan,115.0,3.0
Center,180000.0,panel,Bryusov St,Yerevan,100.0,3.0
Center,180000.0,stone,Tumanyan St,Yerevan,85.0,3.2
Center,180000.0,stone,Leo St,Yerevan,89.0,3.0
Center,180000.0,stone,Tigran Mets Ave,Yerevan,130.0,3.2
Center,180000.0,monolit,Aram St,Yerevan,80.0,2.8
Center,180000.0,stone,Saryan St,Yerevan,110.0,2.8
Center,180000.0,monolit,Aram St,Yerevan,65.0,3.2
Center,180000.0,monolit,Nalbandyan St,Yerevan,136.0,3.0
Center,180000.0,monolit,Aram St,Yerevan,100.0,3.0
Center,180000.0,stone,Baghramyan Ave (Kentron),Yerevan,130.0,3.2
Center,180000.0,monolit,Aram St,Yerevan,115.0,3.0
Center,180000.0,monolit,Aram St,Yerevan,115.0,3.2
Center,180000.0,monolit,Sayat Nova Ave,Yerevan,90.0,2.8
Center,180000.0,stone,D. Demirchyan St,Yerevan,132.0,2.8
Center,180000.0,monolit,Vardanants St,Yerevan,91.0,3.2
Center,200000.0,other,Charents St,Yerevan,125.0,3.0
Center,76000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,97000.0,stone,Abovyan St,Yerevan,37.0,3.2
Center,145000.0,stone,Abovyan St,Yerevan,107.0,3.0
Center,125000.0,stone,Sayat Nova Ave,Yerevan,110.0,3.2
Center,185000.0,other,Nalbandyan St,Yerevan,136.0,3.0
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,3.0
Center,200000.0,monolit,Teryan St,Yerevan,136.0,3.0
Center,230000.0,stone,Teryan St,Yerevan,98.0,3.0
Center,200000.0,monolit,Aram St,Yerevan,135.0,3.0
Center,95000.0,monolit,Verin Antarayin,Yerevan,81.0,3.0
Center,95000.0,panel,Hanrapetutyan St,Yerevan,92.0,2.8
Center,87000.0,other,Mashtots Ave,Yerevan,84.0,3.2
Center,210000.0,monolit,M.Khorenatsi St,Yerevan,115.0,2.8
Center,210000.0,stone,Nalbandyan St,Yerevan,140.0,3.2
Center,210000.0,monolit,Aram St,Yerevan,135.0,3.0
Center,210000.0,stone,Tamanyan St,Yerevan,72.0,3.0
Center,210000.0,stone,Baghramyan Ave (Kentron),Yerevan,114.0,3.2
Center,210000.0,monolit,Antarayin St,Yerevan,133.0,3.0
Center,210000.0,other,Pushkin St,Yerevan,108.0,3.0
Center,210000.0,monolit,Aram St,Yerevan,135.0,3.0
Center,210000.0,monolit,Aram St,Yerevan,135.0,3.0
Center,210000.0,stone,Mashtots Ave,Yerevan,118.0,3.0
Center,210000.0,monolit,Abovyan St,Yerevan,106.0,2.8
Center,210000.0,monolit,Verin Antarayin,Yerevan,105.0,2.8
Center,210000.0,stone,Moskovyan St,Yerevan,80.0,2.8
Center,210000.0,monolit,Saryan St,Yerevan,124.0,3.0
Center,210000.0,stone,Abovyan St,Yerevan,100.0,3.2
Center,210000.0,stone,Moskovyan St,Yerevan,80.0,3.2
Center,31000.0,panel,Tigran Mets Ave,Yerevan,41.0,2.8
Center,43000.0,panel,Zavaryan St,Yerevan,70.0,2.8
Center,110000.0,stone,NarDos St,Yerevan,90.0,3.0
Center,82000.0,monolit,Heratsi St,Yerevan,94.0,2.8
Center,105000.0,stone,Vardanants St,Yerevan,78.0,2.8
Center,140000.0,stone,Nalbandyan St,Yerevan,114.0,3.0
Center,250000.0,other,Northern Ave,Yerevan,132.0,2.8
Center,110000.0,other,Verin Antarayin,Yerevan,90.0,2.8
Center,216000.0,stone,Baghramyan Ave (Kentron),Yerevan,114.0,3.2
Center,60000.0,stone,Hanrapetutyan St,Yerevan,47.0,2.8
Center,59000.0,stone,Nalbandyan St,Yerevan,43.0,2.8
Center,110000.0,stone,Zakyan St,Yerevan,80.0,2.8
Center,50500.0,stone,Tigran Mets Ave,Yerevan,63.0,2.8
Center,82000.0,panel,D. Demirchyan St,Yerevan,90.0,2.8
Center,85000.0,monolit,Amiryan St,Yerevan,75.0,2.8
Center,97000.0,stone,Sayat Nova Ave,Yerevan,57.0,3.0
Center,150000.0,panel,Hin yerevantsi St,Yerevan,68.0,3.0
Center,83000.0,stone,Abovyan St,Yerevan,39.0,2.8
Center,130000.0,stone,Bayron St,Yerevan,78.0,3.2
Center,135000.0,stone,Abovyan St,Yerevan,107.0,3.0
Center,100000.0,stone,Abovyan St,Yerevan,39.0,2.8
Center,190000.0,stone,Abovyan St,Yerevan,81.0,3.0
Center,90000.0,other,Paronyan St,Yerevan,70.0,3.2
Center,110000.0,stone,Paronyan St,Yerevan,76.0,2.8
Center,300000.0,monolit,Aram St,Yerevan,136.0,3.0
Center,115000.0,stone,Saryan St,Yerevan,95.0,3.2
Center,210000.0,monolit,Antarayin St,Yerevan,130.0,3.0
Center,132000.0,monolit,Sayat Nova Ave,Yerevan,80.0,3.0
Center,48000.0,panel,Kajaznuni St,Yerevan,44.0,2.8
Center,87000.0,stone,Khanjyan St,Yerevan,70.0,2.8
Center,175000.0,stone,Tamanyan St,Yerevan,71.0,3.2
Center,85000.0,stone,Mashtots Ave,Yerevan,96.0,3.2
Center,85000.0,stone,Mashtots Ave,Yerevan,68.0,3.0
Center,64000.0,stone,Mashtots Ave,Yerevan,31.0,3.0
Center,85000.0,stone,Israelyan St,Yerevan,70.0,3.2
Center,140000.0,monolit,Koghbatsi St,Yerevan,88.0,2.8
Center,99000.0,panel,Koghbatsi St,Yerevan,92.0,2.8
Center,161000.0,monolit,Aram St,Yerevan,115.0,3.0
Center,180000.0,monolit,Buzand St,Yerevan,90.0,3.0
Center,237000.0,monolit,Buzand St,Yerevan,132.0,3.0
Center,209000.0,monolit,Abovyan St,Yerevan,136.0,3.0
Center,185000.0,stone,Tamanyan St,Yerevan,70.0,3.2
Center,75000.0,panel,Tigran Mets Ave,Yerevan,86.0,2.8
Center,79000.0,monolit,Tsitsernakaberd Highway,Yerevan,86.0,3.0
Center,88000.0,panel,Bryusov St,Yerevan,96.0,2.8
Center,65000.0,panel,Paronyan St,Yerevan,70.0,2.8
Center,210000.0,monolit,Buzand St,Yerevan,103.0,3.0
Center,150000.0,stone,Tumanyan St,Yerevan,70.0,2.8
Center,41000.0,panel,Aygestan 11 St,Yerevan,44.0,2.8
Center,75000.0,other,Amiryan St,Yerevan,67.0,2.8
Center,125000.0,stone,Abovyan St,Yerevan,87.0,3.2
Center,65000.0,panel,Paronyan St,Yerevan,70.0,2.8
Center,150000.0,stone,Mashtots Ave,Yerevan,65.0,3.0
Center,85000.0,panel,Mashtots Ave,Yerevan,52.0,2.8
Center,140000.0,stone,Mashtots Ave,Yerevan,133.0,3.0
Center,120000.0,monolit,Nalbandyan St,Yerevan,72.0,3.0
Center,350000.0,monolit,Northern Ave,Yerevan,145.0,3.0
Center,67000.0,other,Hin yerevantsi St,Yerevan,63.0,2.8
Center,66000.0,panel,Koghbatsi St,Yerevan,47.0,2.8
Center,85000.0,stone,Charents St,Yerevan,86.0,3.0
Center,120000.0,stone,Moskovyan St,Yerevan,80.0,2.8
Center,85000.0,other,Aygestan 9 St,Yerevan,75.0,2.8
Center,100000.0,stone,Tpagrichner St,Yerevan,91.0,3.2
Center,99000.0,panel,Baghramyan Ave  1 blind end,Yerevan,86.0,2.8
Center,115000.0,stone,Moskovyan St,Yerevan,92.0,3.2
Center,53000.0,monolit,Argishti St,Yerevan,55.0,3.0
Center,125000.0,stone,Tumanyan St,Yerevan,65.0,3.0
Center,53000.0,monolit,Argishti St,Yerevan,55.0,3.0
Center,85000.0,stone,D. Demirchyan St,Yerevan,88.0,3.2
Center,63000.0,panel,Tumanyan St,Yerevan,63.0,2.8
Center,75000.0,monolit,Tsitsernakaberd Highway,Yerevan,72.0,3.0
Center,72000.0,stone,NarDos St,Yerevan,75.0,2.6
Center,60000.0,panel,Kajaznuni St,Yerevan,80.0,2.8
Center,110000.0,stone,Sayat Nova Ave,Yerevan,59.0,3.0
Center,100000.0,panel,Pushkin St,Yerevan,89.0,2.8
Center,43000.0,panel,Argishti St,Yerevan,35.0,3.0
Center,130000.0,stone,Nalbandyan St,Yerevan,117.0,2.8
Center,110000.0,stone,Nalbandyan St,Yerevan,69.0,3.2
Center,105000.0,stone,Tairov St,Yerevan,72.0,2.8
Center,75000.0,panel,Tumanyan St,Yerevan,47.0,2.8
Center,54000.0,panel,NarDos St,Yerevan,68.0,2.8
Center,91800.0,panel,Sayat Nova Ave,Yerevan,65.0,2.8
Center,82000.0,monolit,Yekmalyan St,Yerevan,39.0,3.0
Center,153000.0,stone,Nalbandyan St,Yerevan,92.0,3.2
Center,115000.0,stone,Nalbandyan St,Yerevan,96.0,2.8
Center,204000.0,stone,Saryan St,Yerevan,140.0,2.8
Center,110000.0,monolit,Ler. Kamsar St,Yerevan,90.0,3.0
Center,97000.0,panel,Saryan St,Yerevan,72.0,2.8
Center,155000.0,stone,Sayat Nova Ave,Yerevan,106.0,3.0
Center,75000.0,panel,Kajaznuni St,Yerevan,82.0,2.8
Center,120000.0,panel,Tumanyan St,Yerevan,63.0,2.8
Center,220000.0,other,Teryan St,Yerevan,98.0,2.8
Center,90000.0,panel,Saryan St,Yerevan,90.0,2.8
Center,195000.0,monolit,Charents St,Yerevan,124.0,3.0
Center,170000.0,panel,Sayat Nova Ave,Yerevan,80.0,2.8
Center,74000.0,stone,Hanrapetutyan St,Yerevan,60.0,2.8
Center,95000.0,panel,Hanrapetutyan St,Yerevan,97.0,2.8
Center,240000.0,monolit,Yekmalyan St,Yerevan,119.0,3.0
Center,53500.0,stone,Teryan St,Yerevan,40.0,2.8
Center,220000.0,stone,Mashtots Ave,Yerevan,100.0,2.8
Center,82000.0,other,Tsitsernakaberd Highway,Yerevan,65.0,2.8
Center,185000.0,other,Aram St,Yerevan,115.0,3.0
Center,95000.0,stone,Tigran Mets Ave,Yerevan,84.0,3.2
Center,180000.0,other,Deghatan St,Yerevan,100.0,3.0
Center,180000.0,monolit,Mashtots Ave,Yerevan,83.0,3.0
Center,170000.0,stone,Saryan St,Yerevan,110.0,3.2
Center,85000.0,stone,Tpagrichner St,Yerevan,80.0,3.2
Center,150000.0,stone,Abovyan St,Yerevan,83.0,2.8
Center,300000.0,monolit,Aram St,Yerevan,141.0,3.0
Center,72000.0,panel,E. Qochar St,Yerevan,94.0,2.8
Center,351000.0,other,Vardanants St,Yerevan,135.0,2.8
Center,160000.0,other,Khanjyan St,Yerevan,81.0,2.8
Center,85000.0,stone,A.Petrosyan St,Yerevan,68.0,2.8
Center,74000.0,monolit,Rostom St,Yerevan,78.0,3.0
Center,36000.0,panel,NarDos St,Yerevan,40.0,2.8
Center,68500.0,panel,E. Qochar St,Yerevan,78.0,2.8
Center,250000.0,other,Vardanants St,Yerevan,130.0,2.8
Center,75000.0,stone,Vardanants St,Yerevan,90.0,2.8
Center,107000.0,monolit,Mashtots Ave,Yerevan,69.0,3.0
Center,75000.0,panel,Kajaznuni St,Yerevan,81.0,2.8
Center,250000.0,stone,Mashtots Ave,Yerevan,135.0,3.2
Center,265000.0,monolit,Vardanants St,Yerevan,130.0,3.0
Center,135000.0,stone,Abovyan St,Yerevan,80.0,2.8
Center,63000.0,panel,M.Khorenatsi St,Yerevan,94.0,2.8
Center,115000.0,monolit,Saryan St,Yerevan,100.0,2.8
Center,75000.0,panel,G. Qochar St,Yerevan,95.0,2.8
Center,55000.0,panel,Tigran Mets Ave,Yerevan,75.0,2.8
Center,37000.0,monolit,Isakov Ave,Yerevan,43.0,2.8
Center,62000.0,other,E. Qochar St,Yerevan,75.0,2.8
Center,54000.0,stone,Tigran Mets Ave,Yerevan,53.0,3.2
Center,118000.0,monolit,Mashtots Ave,Yerevan,64.0,3.0
Center,160000.0,stone,Abovyan St,Yerevan,70.0,3.0
Center,73000.0,stone,Paronyan St,Yerevan,82.0,3.8
Center,210000.0,stone,Pushkin St,Yerevan,140.0,3.2
Center,88000.0,stone,Tumanyan St,Yerevan,70.0,3.0
Center,67000.0,panel,Koghbatsi St,Yerevan,40.0,2.8
Center,115000.0,stone,Nalbandyan St,Yerevan,80.0,2.8
Center,190000.0,stone,Mashtots Ave,Yerevan,102.0,3.2
Center,83000.0,stone,Vardanants St,Yerevan,83.0,3.2
Center,160000.0,monolit,Buzand St,Yerevan,80.0,3.0
Center,200000.0,other,Charents St,Yerevan,124.0,2.8
Center,125000.0,stone,Charents St,Yerevan,106.0,3.0
Center,150000.0,stone,M.Khorenatsi St,Yerevan,97.0,3.2
Center,52000.0,stone,Tigran Mets Ave,Yerevan,75.0,2.8
Center,295000.0,other,Nalbandyan St,Yerevan,135.0,2.8
Center,200000.0,stone,Tumanyan St,Yerevan,80.0,2.8
Center,115000.0,other,Pushkin St,Yerevan,85.0,2.8
Center,78000.0,stone,Paronyan St,Yerevan,85.0,3.2
Center,115000.0,other,Pushkin St,Yerevan,85.0,2.8
Center,140000.0,panel,Tumanyan St,Yerevan,91.0,2.8
Center,140000.0,monolit,Tumanyan St,Yerevan,91.0,2.8
Center,58000.0,panel,Koghbatsi St,Yerevan,39.0,2.8
Center,125000.0,panel,Sayat Nova Ave,Yerevan,96.0,2.8
Center,90000.0,stone,Chaykovski St,Yerevan,84.0,3.2
Center,140000.0,monolit,Tsitsernakaberd Highway,Yerevan,101.0,3.0
Center,48000.0,panel,D. Demirchyan St,Yerevan,45.0,3.0
Center,150000.0,stone,Isahakyan St,Yerevan,75.0,2.8
Center,50000.0,panel,M.Khorenatsi St,Yerevan,67.0,2.8
Center,30000.0,panel,Tsovakal Isakov Ave,Yerevan,51.0,2.8
Center,49500.0,monolit,Vardanants St,Yerevan,41.0,2.8
Center,67000.0,panel,NarDos St,Yerevan,67.0,3.0
Center,68000.0,panel,Ghazar Parpetsi St,Yerevan,40.0,2.8
Center,190000.0,monolit,Mashtots Ave,Yerevan,104.0,3.2
Center,180000.0,stone,Baghramyan Ave (Kentron),Yerevan,60.0,3.0
Center,430000.0,monolit,Northern Ave,Yerevan,127.0,3.0
